Timestamp,Trend Flags,Status,Value (s)
26/08/2015 11:54,{ },{ok},0.0 s
26/08/2015 11:54,{ },{ok},0.0 s
26/08/2015 11:54,{ },{ok},0.0 s
26/08/2015 11:54,{ },{ok},0.0 s
26/08/2015 11:54,{ },{ok},0.0 s
26/08/2015 11:55,{ },{ok},0.0 s
26/08/2015 11:55,{ },{ok},0.0 s
26/08/2015 11:55,{ },{ok},0.0 s
26/08/2015 11:55,{ },{ok},0.0 s
26/08/2015 11:55,{ },{ok},0.0 s
26/08/2015 11:55,{ },{ok},0.0 s
26/08/2015 11:56,{ },{ok},0.0 s
26/08/2015 11:56,{ },{ok},0.0 s
26/08/2015 11:56,{ },{ok},0.0 s
26/08/2015 11:56,{ },{ok},0.0 s
26/08/2015 11:56,{ },{ok},0.0 s
26/08/2015 11:56,{ },{ok},0.0 s
26/08/2015 11:57,{ },{ok},0.0 s
26/08/2015 11:57,{ },{ok},0.0 s
26/08/2015 11:57,{ },{ok},0.0 s
26/08/2015 11:57,{ },{ok},0.0 s
26/08/2015 11:57,{ },{ok},0.0 s
26/08/2015 11:57,{ },{ok},0.0 s
26/08/2015 11:58,{ },{ok},0.0 s
26/08/2015 11:58,{ },{ok},0.0 s
26/08/2015 11:58,{ },{ok},0.0 s
26/08/2015 11:58,{ },{ok},0.0 s
26/08/2015 11:58,{ },{ok},0.0 s
26/08/2015 11:58,{ },{ok},0.0 s
26/08/2015 11:59,{ },{ok},0.0 s
26/08/2015 11:59,{ },{ok},0.0 s
26/08/2015 11:59,{ },{ok},0.0 s
26/08/2015 11:59,{ },{ok},0.0 s
26/08/2015 11:59,{ },{ok},0.0 s
26/08/2015 11:59,{ },{ok},0.0 s
26/08/2015 12:00,{ },{ok},0.0 s
26/08/2015 12:00,{ },{ok},0.0 s
26/08/2015 12:00,{ },{ok},0.0 s
26/08/2015 12:00,{ },{ok},0.0 s
26/08/2015 12:00,{ },{ok},0.0 s
26/08/2015 12:00,{ },{ok},0.0 s
26/08/2015 12:01,{ },{ok},0.0 s
26/08/2015 12:01,{ },{ok},0.0 s
26/08/2015 12:01,{ },{ok},0.0 s
26/08/2015 12:01,{ },{ok},0.0 s
26/08/2015 12:01,{ },{ok},0.0 s
26/08/2015 12:01,{ },{ok},0.0 s
26/08/2015 12:02,{ },{ok},0.0 s
26/08/2015 12:02,{ },{ok},0.0 s
26/08/2015 12:02,{ },{ok},0.0 s
26/08/2015 12:02,{ },{ok},0.0 s
26/08/2015 12:02,{ },{ok},0.0 s
26/08/2015 12:02,{ },{ok},0.0 s
26/08/2015 12:03,{ },{ok},0.0 s
26/08/2015 12:03,{ },{ok},0.0 s
26/08/2015 12:03,{ },{ok},0.0 s
26/08/2015 12:03,{ },{ok},0.0 s
26/08/2015 12:03,{ },{ok},0.0 s
26/08/2015 12:03,{ },{ok},0.0 s
26/08/2015 12:04,{ },{ok},0.0 s
26/08/2015 12:04,{ },{ok},0.0 s
26/08/2015 12:04,{ },{ok},0.0 s
26/08/2015 12:04,{ },{ok},0.0 s
26/08/2015 12:04,{ },{ok},0.0 s
26/08/2015 12:04,{ },{ok},0.0 s
26/08/2015 12:05,{ },{ok},0.0 s
26/08/2015 12:05,{ },{ok},0.0 s
26/08/2015 12:05,{ },{ok},0.0 s
26/08/2015 12:05,{ },{ok},0.0 s
26/08/2015 12:05,{ },{ok},0.0 s
26/08/2015 12:05,{ },{ok},0.0 s
26/08/2015 12:06,{ },{ok},0.0 s
26/08/2015 12:06,{ },{ok},0.0 s
26/08/2015 12:06,{ },{ok},0.0 s
26/08/2015 12:06,{ },{ok},0.0 s
26/08/2015 12:06,{ },{ok},0.0 s
26/08/2015 12:06,{ },{ok},0.0 s
26/08/2015 12:07,{ },{ok},0.0 s
26/08/2015 12:07,{ },{ok},0.0 s
26/08/2015 12:07,{ },{ok},0.0 s
26/08/2015 12:07,{ },{ok},0.0 s
26/08/2015 12:07,{ },{ok},0.0 s
26/08/2015 12:07,{ },{ok},0.0 s
26/08/2015 12:08,{ },{ok},0.0 s
26/08/2015 12:08,{ },{ok},0.0 s
26/08/2015 12:08,{ },{ok},0.0 s
26/08/2015 12:08,{ },{ok},0.0 s
26/08/2015 12:08,{ },{ok},0.0 s
26/08/2015 12:08,{ },{ok},0.0 s
26/08/2015 12:09,{ },{ok},0.0 s
26/08/2015 12:09,{ },{ok},0.0 s
26/08/2015 12:09,{ },{ok},0.0 s
26/08/2015 12:09,{ },{ok},0.0 s
26/08/2015 12:09,{ },{ok},0.0 s
26/08/2015 12:09,{ },{ok},0.0 s
26/08/2015 12:10,{ },{ok},0.0 s
26/08/2015 12:10,{ },{ok},0.0 s
26/08/2015 12:10,{ },{ok},0.0 s
26/08/2015 12:10,{ },{ok},0.0 s
26/08/2015 12:10,{ },{ok},0.0 s
26/08/2015 12:10,{ },{ok},0.0 s
26/08/2015 12:11,{ },{ok},0.0 s
26/08/2015 12:11,{ },{ok},0.0 s
26/08/2015 12:11,{ },{ok},0.0 s
26/08/2015 12:11,{ },{ok},0.0 s
26/08/2015 12:11,{ },{ok},0.0 s
26/08/2015 12:11,{ },{ok},0.0 s
26/08/2015 12:12,{ },{ok},0.0 s
26/08/2015 12:12,{ },{ok},0.0 s
26/08/2015 12:12,{ },{ok},0.0 s
26/08/2015 12:12,{ },{ok},0.0 s
26/08/2015 12:12,{ },{ok},0.0 s
26/08/2015 12:12,{ },{ok},0.0 s
26/08/2015 12:13,{ },{ok},0.0 s
26/08/2015 12:13,{ },{ok},0.0 s
26/08/2015 12:13,{ },{ok},0.0 s
26/08/2015 12:13,{ },{ok},0.0 s
26/08/2015 12:13,{ },{ok},0.0 s
26/08/2015 12:13,{ },{ok},0.0 s
26/08/2015 12:14,{ },{ok},0.0 s
26/08/2015 12:14,{ },{ok},0.0 s
26/08/2015 12:14,{ },{ok},0.0 s
26/08/2015 12:14,{ },{ok},0.0 s
26/08/2015 12:14,{ },{ok},0.0 s
26/08/2015 12:14,{ },{ok},0.0 s
26/08/2015 12:15,{ },{ok},0.0 s
26/08/2015 12:15,{ },{ok},0.0 s
26/08/2015 12:15,{ },{ok},0.0 s
26/08/2015 12:15,{ },{ok},0.0 s
26/08/2015 12:15,{ },{ok},0.0 s
26/08/2015 12:15,{ },{ok},0.0 s
26/08/2015 12:16,{ },{ok},0.0 s
26/08/2015 12:16,{ },{ok},0.0 s
26/08/2015 12:16,{ },{ok},0.0 s
26/08/2015 12:16,{ },{ok},0.0 s
26/08/2015 12:16,{ },{ok},0.0 s
26/08/2015 12:16,{ },{ok},0.0 s
26/08/2015 12:17,{ },{ok},0.0 s
26/08/2015 12:17,{ },{ok},0.0 s
26/08/2015 12:17,{ },{ok},0.0 s
26/08/2015 12:17,{ },{ok},0.0 s
26/08/2015 12:17,{ },{ok},0.0 s
26/08/2015 12:17,{ },{ok},0.0 s
26/08/2015 12:18,{ },{ok},0.0 s
26/08/2015 12:18,{ },{ok},0.0 s
26/08/2015 12:18,{ },{ok},0.0 s
26/08/2015 12:18,{ },{ok},0.0 s
26/08/2015 12:18,{ },{ok},0.0 s
26/08/2015 12:18,{ },{ok},0.0 s
26/08/2015 12:19,{ },{ok},0.0 s
26/08/2015 12:19,{ },{ok},0.0 s
26/08/2015 12:19,{ },{ok},0.0 s
26/08/2015 12:19,{ },{ok},0.0 s
26/08/2015 12:19,{ },{ok},0.0 s
26/08/2015 12:19,{ },{ok},0.0 s
26/08/2015 12:20,{ },{ok},0.0 s
26/08/2015 12:20,{ },{ok},0.0 s
26/08/2015 12:20,{ },{ok},0.0 s
26/08/2015 12:20,{ },{ok},0.0 s
26/08/2015 12:20,{ },{ok},0.0 s
26/08/2015 12:20,{ },{ok},0.0 s
26/08/2015 12:21,{ },{ok},0.0 s
26/08/2015 12:21,{ },{ok},0.0 s
26/08/2015 12:21,{ },{ok},0.0 s
26/08/2015 12:21,{ },{ok},0.0 s
26/08/2015 12:21,{ },{ok},0.0 s
26/08/2015 12:21,{ },{ok},0.0 s
26/08/2015 12:22,{ },{ok},0.0 s
26/08/2015 12:22,{ },{ok},0.0 s
26/08/2015 12:22,{ },{ok},0.0 s
26/08/2015 12:22,{ },{ok},0.0 s
26/08/2015 12:22,{ },{ok},0.0 s
26/08/2015 12:22,{ },{ok},0.0 s
26/08/2015 12:23,{ },{ok},0.0 s
26/08/2015 12:23,{ },{ok},0.0 s
26/08/2015 12:23,{ },{ok},0.0 s
26/08/2015 12:23,{ },{ok},0.0 s
26/08/2015 12:23,{ },{ok},0.0 s
26/08/2015 12:23,{ },{ok},0.0 s
26/08/2015 12:24,{ },{ok},0.0 s
26/08/2015 12:24,{ },{ok},0.0 s
26/08/2015 12:24,{ },{ok},0.0 s
26/08/2015 12:24,{ },{ok},0.0 s
26/08/2015 12:24,{ },{ok},0.0 s
26/08/2015 12:24,{ },{ok},0.0 s
26/08/2015 12:25,{ },{ok},0.0 s
26/08/2015 12:25,{ },{ok},0.0 s
26/08/2015 12:25,{ },{ok},0.0 s
26/08/2015 12:25,{ },{ok},0.0 s
26/08/2015 12:25,{ },{ok},0.0 s
26/08/2015 12:25,{ },{ok},0.0 s
26/08/2015 12:26,{ },{ok},0.0 s
26/08/2015 12:26,{ },{ok},0.0 s
26/08/2015 12:26,{ },{ok},0.0 s
26/08/2015 12:26,{ },{ok},0.0 s
26/08/2015 12:26,{ },{ok},0.0 s
26/08/2015 12:26,{ },{ok},0.0 s
26/08/2015 12:27,{ },{ok},0.0 s
26/08/2015 12:27,{ },{ok},0.0 s
26/08/2015 12:27,{ },{ok},0.0 s
26/08/2015 12:27,{ },{ok},0.0 s
26/08/2015 12:27,{ },{ok},0.0 s
26/08/2015 12:27,{ },{ok},0.0 s
26/08/2015 12:28,{ },{ok},0.0 s
26/08/2015 12:28,{ },{ok},0.0 s
26/08/2015 12:28,{ },{ok},0.0 s
26/08/2015 12:28,{ },{ok},0.0 s
26/08/2015 12:28,{ },{ok},0.0 s
26/08/2015 12:28,{ },{ok},0.0 s
26/08/2015 12:29,{ },{ok},0.0 s
26/08/2015 12:29,{ },{ok},0.0 s
26/08/2015 12:29,{ },{ok},0.0 s
26/08/2015 12:29,{ },{ok},0.0 s
26/08/2015 12:29,{ },{ok},0.0 s
26/08/2015 12:29,{ },{ok},0.0 s
26/08/2015 12:30,{ },{ok},0.0 s
26/08/2015 12:30,{ },{ok},0.0 s
26/08/2015 12:30,{ },{ok},0.0 s
26/08/2015 12:30,{ },{ok},0.0 s
26/08/2015 12:30,{ },{ok},0.0 s
26/08/2015 12:30,{ },{ok},0.0 s
26/08/2015 12:31,{ },{ok},0.0 s
26/08/2015 12:31,{ },{ok},0.0 s
26/08/2015 12:31,{ },{ok},0.0 s
26/08/2015 12:31,{ },{ok},0.0 s
26/08/2015 12:31,{ },{ok},0.0 s
26/08/2015 12:31,{ },{ok},0.0 s
26/08/2015 12:32,{ },{ok},0.0 s
26/08/2015 12:32,{ },{ok},0.0 s
26/08/2015 12:32,{ },{ok},0.0 s
26/08/2015 12:32,{ },{ok},0.0 s
26/08/2015 12:32,{ },{ok},0.0 s
26/08/2015 12:32,{ },{ok},0.0 s
26/08/2015 12:33,{ },{ok},0.0 s
26/08/2015 12:33,{ },{ok},0.0 s
26/08/2015 12:33,{ },{ok},0.0 s
26/08/2015 12:33,{ },{ok},0.0 s
26/08/2015 12:33,{ },{ok},0.0 s
26/08/2015 12:33,{ },{ok},0.0 s
26/08/2015 12:34,{ },{ok},0.0 s
26/08/2015 12:34,{ },{ok},0.0 s
26/08/2015 12:34,{ },{ok},0.0 s
26/08/2015 12:34,{ },{ok},0.0 s
26/08/2015 12:34,{ },{ok},0.0 s
26/08/2015 12:34,{ },{ok},0.0 s
26/08/2015 12:35,{ },{ok},0.0 s
26/08/2015 12:35,{ },{ok},0.0 s
26/08/2015 12:35,{ },{ok},0.0 s
26/08/2015 12:35,{ },{ok},0.0 s
26/08/2015 12:35,{ },{ok},0.0 s
26/08/2015 12:35,{ },{ok},0.0 s
26/08/2015 12:36,{ },{ok},0.0 s
26/08/2015 12:36,{ },{ok},0.0 s
26/08/2015 12:36,{ },{ok},0.0 s
26/08/2015 12:36,{ },{ok},0.0 s
26/08/2015 12:36,{ },{ok},0.0 s
26/08/2015 12:36,{ },{ok},0.0 s
26/08/2015 12:37,{ },{ok},0.0 s
26/08/2015 12:37,{ },{ok},0.0 s
26/08/2015 12:37,{ },{ok},0.0 s
26/08/2015 12:37,{ },{ok},0.0 s
26/08/2015 12:37,{ },{ok},0.0 s
26/08/2015 12:37,{ },{ok},0.0 s
26/08/2015 12:38,{ },{ok},0.0 s
26/08/2015 12:38,{ },{ok},0.0 s
26/08/2015 12:38,{ },{ok},0.0 s
26/08/2015 12:38,{ },{ok},0.0 s
26/08/2015 12:38,{ },{ok},0.0 s
26/08/2015 12:38,{ },{ok},0.0 s
26/08/2015 12:39,{ },{ok},0.0 s
26/08/2015 12:39,{ },{ok},0.0 s
26/08/2015 12:39,{ },{ok},0.0 s
26/08/2015 12:39,{ },{ok},0.0 s
26/08/2015 12:39,{ },{ok},0.0 s
26/08/2015 12:39,{ },{ok},0.0 s
26/08/2015 12:40,{ },{ok},0.0 s
26/08/2015 12:40,{ },{ok},0.0 s
26/08/2015 12:40,{ },{ok},0.0 s
26/08/2015 12:40,{ },{ok},0.0 s
26/08/2015 12:40,{ },{ok},0.0 s
26/08/2015 12:40,{ },{ok},0.0 s
26/08/2015 12:41,{ },{ok},0.0 s
26/08/2015 12:41,{ },{ok},0.0 s
26/08/2015 12:41,{ },{ok},0.0 s
26/08/2015 12:41,{ },{ok},0.0 s
26/08/2015 12:41,{ },{ok},0.0 s
26/08/2015 12:41,{ },{ok},0.0 s
26/08/2015 12:42,{ },{ok},0.0 s
26/08/2015 12:42,{ },{ok},0.0 s
26/08/2015 12:42,{ },{ok},0.0 s
26/08/2015 12:42,{ },{ok},0.0 s
26/08/2015 12:42,{ },{ok},0.0 s
26/08/2015 12:42,{ },{ok},0.0 s
26/08/2015 12:43,{ },{ok},0.0 s
26/08/2015 12:43,{ },{ok},0.0 s
26/08/2015 12:43,{ },{ok},0.0 s
26/08/2015 12:43,{ },{ok},0.0 s
26/08/2015 12:43,{ },{ok},0.0 s
26/08/2015 12:43,{ },{ok},0.0 s
26/08/2015 12:44,{ },{ok},0.0 s
26/08/2015 12:44,{ },{ok},0.0 s
26/08/2015 12:44,{ },{ok},0.0 s
26/08/2015 12:44,{ },{ok},0.0 s
26/08/2015 12:44,{ },{ok},0.0 s
26/08/2015 12:44,{ },{ok},0.0 s
26/08/2015 12:45,{ },{ok},0.0 s
26/08/2015 12:45,{ },{ok},0.0 s
26/08/2015 12:45,{ },{ok},0.0 s
26/08/2015 12:45,{ },{ok},0.0 s
26/08/2015 12:45,{ },{ok},0.0 s
26/08/2015 12:45,{ },{ok},0.0 s
26/08/2015 12:46,{ },{ok},0.0 s
26/08/2015 12:46,{ },{ok},0.0 s
26/08/2015 12:46,{ },{ok},0.0 s
26/08/2015 12:46,{ },{ok},0.0 s
26/08/2015 12:46,{ },{ok},0.0 s
26/08/2015 12:46,{ },{ok},0.0 s
26/08/2015 12:47,{ },{ok},0.0 s
26/08/2015 12:47,{ },{ok},0.0 s
26/08/2015 12:47,{ },{ok},0.0 s
26/08/2015 12:47,{ },{ok},0.0 s
26/08/2015 12:47,{ },{ok},0.0 s
26/08/2015 12:47,{ },{ok},0.0 s
26/08/2015 12:48,{ },{ok},0.0 s
26/08/2015 12:48,{ },{ok},0.0 s
26/08/2015 12:48,{ },{ok},0.0 s
26/08/2015 12:48,{ },{ok},0.0 s
26/08/2015 12:48,{ },{ok},0.0 s
26/08/2015 12:48,{ },{ok},0.0 s
26/08/2015 12:49,{ },{ok},0.0 s
26/08/2015 12:49,{ },{ok},0.0 s
26/08/2015 12:49,{ },{ok},0.0 s
26/08/2015 12:49,{ },{ok},0.0 s
26/08/2015 12:49,{ },{ok},0.0 s
26/08/2015 12:49,{ },{ok},0.0 s
26/08/2015 12:50,{ },{ok},0.0 s
26/08/2015 12:50,{ },{ok},0.0 s
26/08/2015 12:50,{ },{ok},0.0 s
26/08/2015 12:50,{ },{ok},0.0 s
26/08/2015 12:50,{ },{ok},0.0 s
26/08/2015 12:50,{ },{ok},0.0 s
26/08/2015 12:51,{ },{ok},0.0 s
26/08/2015 12:51,{ },{ok},0.0 s
26/08/2015 12:51,{ },{ok},0.0 s
26/08/2015 12:51,{ },{ok},0.0 s
26/08/2015 12:51,{ },{ok},0.0 s
26/08/2015 12:51,{ },{ok},0.0 s
26/08/2015 12:52,{ },{ok},0.0 s
26/08/2015 12:52,{ },{ok},0.0 s
26/08/2015 12:52,{ },{ok},0.0 s
26/08/2015 12:52,{ },{ok},0.0 s
26/08/2015 12:52,{ },{ok},0.0 s
26/08/2015 12:52,{ },{ok},0.0 s
26/08/2015 12:53,{ },{ok},0.0 s
26/08/2015 12:53,{ },{ok},0.0 s
26/08/2015 12:53,{ },{ok},0.0 s
26/08/2015 12:53,{ },{ok},0.0 s
26/08/2015 12:53,{ },{ok},0.0 s
26/08/2015 12:53,{ },{ok},0.0 s
26/08/2015 12:54,{ },{ok},0.0 s
26/08/2015 12:54,{ },{ok},0.0 s
26/08/2015 12:54,{ },{ok},0.0 s
26/08/2015 12:54,{ },{ok},0.0 s
26/08/2015 12:54,{ },{ok},0.0 s
26/08/2015 12:54,{ },{ok},0.0 s
26/08/2015 12:55,{ },{ok},0.0 s
26/08/2015 12:55,{ },{ok},0.0 s
26/08/2015 12:55,{ },{ok},0.0 s
26/08/2015 12:55,{ },{ok},0.0 s
26/08/2015 12:55,{ },{ok},0.0 s
26/08/2015 12:55,{ },{ok},0.0 s
26/08/2015 12:56,{ },{ok},0.0 s
26/08/2015 12:56,{ },{ok},0.0 s
26/08/2015 12:56,{ },{ok},0.0 s
26/08/2015 12:56,{ },{ok},0.0 s
26/08/2015 12:56,{ },{ok},0.0 s
26/08/2015 12:56,{ },{ok},0.0 s
26/08/2015 12:57,{ },{ok},0.0 s
26/08/2015 12:57,{ },{ok},0.0 s
26/08/2015 12:57,{ },{ok},0.0 s
26/08/2015 12:57,{ },{ok},0.0 s
26/08/2015 12:57,{ },{ok},0.0 s
26/08/2015 12:57,{ },{ok},0.0 s
26/08/2015 12:58,{ },{ok},0.0 s
26/08/2015 12:58,{ },{ok},0.0 s
26/08/2015 12:58,{ },{ok},0.0 s
26/08/2015 12:58,{ },{ok},0.0 s
26/08/2015 12:58,{ },{ok},0.0 s
26/08/2015 12:58,{ },{ok},0.0 s
26/08/2015 12:59,{ },{ok},0.0 s
26/08/2015 12:59,{ },{ok},0.0 s
26/08/2015 12:59,{ },{ok},0.0 s
26/08/2015 12:59,{ },{ok},0.0 s
26/08/2015 12:59,{ },{ok},0.0 s
26/08/2015 12:59,{ },{ok},0.0 s
26/08/2015 13:00,{ },{ok},0.0 s
26/08/2015 13:00,{ },{ok},0.0 s
26/08/2015 13:00,{ },{ok},0.0 s
26/08/2015 13:00,{ },{ok},0.0 s
26/08/2015 13:00,{ },{ok},0.0 s
26/08/2015 13:00,{ },{ok},0.0 s
26/08/2015 13:01,{ },{ok},0.0 s
26/08/2015 13:01,{ },{ok},0.0 s
26/08/2015 13:01,{ },{ok},0.0 s
26/08/2015 13:01,{ },{ok},0.0 s
26/08/2015 13:01,{ },{ok},0.0 s
26/08/2015 13:01,{ },{ok},0.0 s
26/08/2015 13:02,{ },{ok},0.0 s
26/08/2015 13:02,{ },{ok},0.0 s
26/08/2015 13:02,{ },{ok},0.0 s
26/08/2015 13:02,{ },{ok},0.0 s
26/08/2015 13:02,{ },{ok},0.0 s
26/08/2015 13:02,{ },{ok},0.0 s
26/08/2015 13:03,{ },{ok},0.0 s
26/08/2015 13:03,{ },{ok},0.0 s
26/08/2015 13:03,{ },{ok},0.0 s
26/08/2015 13:03,{ },{ok},0.0 s
26/08/2015 13:03,{ },{ok},0.0 s
26/08/2015 13:03,{ },{ok},0.0 s
26/08/2015 13:04,{ },{ok},0.0 s
26/08/2015 13:04,{ },{ok},0.0 s
26/08/2015 13:04,{ },{ok},0.0 s
26/08/2015 13:04,{ },{ok},0.0 s
26/08/2015 13:04,{ },{ok},0.0 s
26/08/2015 13:04,{ },{ok},0.0 s
26/08/2015 13:05,{ },{ok},0.0 s
26/08/2015 13:05,{ },{ok},0.0 s
26/08/2015 13:05,{ },{ok},0.0 s
26/08/2015 13:05,{ },{ok},0.0 s
26/08/2015 13:05,{ },{ok},0.0 s
26/08/2015 13:05,{ },{ok},0.0 s
26/08/2015 13:06,{ },{ok},0.0 s
26/08/2015 13:06,{ },{ok},0.0 s
26/08/2015 13:06,{ },{ok},0.0 s
26/08/2015 13:06,{ },{ok},0.0 s
26/08/2015 13:06,{ },{ok},0.0 s
26/08/2015 13:06,{ },{ok},0.0 s
26/08/2015 13:07,{ },{ok},0.0 s
26/08/2015 13:07,{ },{ok},0.0 s
26/08/2015 13:07,{ },{ok},0.0 s
26/08/2015 13:07,{ },{ok},0.0 s
26/08/2015 13:07,{ },{ok},0.0 s
26/08/2015 13:07,{ },{ok},0.0 s
26/08/2015 13:08,{ },{ok},0.0 s
26/08/2015 13:08,{ },{ok},0.0 s
26/08/2015 13:08,{ },{ok},0.0 s
26/08/2015 13:08,{ },{ok},0.0 s
26/08/2015 13:08,{ },{ok},0.0 s
26/08/2015 13:08,{ },{ok},0.0 s
26/08/2015 13:09,{ },{ok},0.0 s
26/08/2015 13:09,{ },{ok},0.0 s
26/08/2015 13:09,{ },{ok},0.0 s
26/08/2015 13:09,{ },{ok},0.0 s
26/08/2015 13:09,{ },{ok},0.0 s
26/08/2015 13:09,{ },{ok},0.0 s
26/08/2015 13:10,{ },{ok},0.0 s
26/08/2015 13:10,{ },{ok},0.0 s
26/08/2015 13:10,{ },{ok},0.0 s
26/08/2015 13:10,{ },{ok},0.0 s
26/08/2015 13:10,{ },{ok},0.0 s
26/08/2015 13:10,{ },{ok},0.0 s
26/08/2015 13:11,{ },{ok},0.0 s
26/08/2015 13:11,{ },{ok},0.0 s
26/08/2015 13:11,{ },{ok},0.0 s
26/08/2015 13:11,{ },{ok},0.0 s
26/08/2015 13:11,{ },{ok},0.0 s
26/08/2015 13:11,{ },{ok},0.0 s
26/08/2015 13:12,{ },{ok},0.0 s
26/08/2015 13:12,{ },{ok},0.0 s
26/08/2015 13:12,{ },{ok},0.0 s
26/08/2015 13:12,{ },{ok},0.0 s
26/08/2015 13:12,{ },{ok},0.0 s
26/08/2015 13:12,{ },{ok},0.0 s
26/08/2015 13:13,{ },{ok},0.0 s
26/08/2015 13:13,{ },{ok},0.0 s
26/08/2015 13:13,{ },{ok},0.0 s
26/08/2015 13:13,{ },{ok},0.0 s
26/08/2015 13:13,{ },{ok},0.0 s
26/08/2015 13:13,{ },{ok},0.0 s
26/08/2015 13:14,{ },{ok},0.0 s
26/08/2015 13:14,{ },{ok},0.0 s
26/08/2015 13:14,{ },{ok},0.0 s
26/08/2015 13:14,{ },{ok},0.0 s
26/08/2015 13:14,{ },{ok},0.0 s
26/08/2015 13:14,{ },{ok},0.0 s
26/08/2015 13:15,{ },{ok},0.0 s
26/08/2015 13:15,{ },{ok},0.0 s
26/08/2015 13:15,{ },{ok},0.0 s
26/08/2015 13:15,{ },{ok},0.0 s
26/08/2015 13:15,{ },{ok},0.0 s
26/08/2015 13:15,{ },{ok},0.0 s
26/08/2015 13:16,{ },{ok},0.0 s
26/08/2015 13:16,{ },{ok},0.0 s
26/08/2015 13:16,{ },{ok},0.0 s
26/08/2015 13:16,{ },{ok},0.0 s
26/08/2015 13:16,{ },{ok},0.0 s
26/08/2015 13:16,{ },{ok},0.0 s
26/08/2015 13:17,{ },{ok},0.0 s
26/08/2015 13:17,{ },{ok},0.0 s
26/08/2015 13:17,{ },{ok},0.0 s
26/08/2015 13:17,{ },{ok},0.0 s
26/08/2015 13:17,{ },{ok},0.0 s
26/08/2015 13:17,{ },{ok},0.0 s
26/08/2015 13:18,{ },{ok},0.0 s
26/08/2015 13:18,{ },{ok},0.0 s
26/08/2015 13:18,{ },{ok},0.0 s
26/08/2015 13:18,{ },{ok},0.0 s
26/08/2015 13:18,{ },{ok},0.0 s
26/08/2015 13:18,{ },{ok},0.0 s
26/08/2015 13:19,{ },{ok},0.0 s
26/08/2015 13:19,{ },{ok},0.0 s
26/08/2015 13:19,{ },{ok},0.0 s
26/08/2015 13:19,{ },{ok},0.0 s
26/08/2015 13:19,{ },{ok},0.0 s
26/08/2015 13:19,{ },{ok},0.0 s
26/08/2015 13:20,{ },{ok},0.0 s
26/08/2015 13:20,{ },{ok},0.0 s
26/08/2015 13:20,{ },{ok},0.0 s
26/08/2015 13:20,{ },{ok},0.0 s
26/08/2015 13:20,{ },{ok},0.0 s
26/08/2015 13:20,{ },{ok},0.0 s
26/08/2015 13:21,{ },{ok},0.0 s
26/08/2015 13:21,{ },{ok},0.0 s
26/08/2015 13:21,{ },{ok},0.0 s
26/08/2015 13:21,{ },{ok},0.0 s
26/08/2015 13:21,{ },{ok},0.0 s
26/08/2015 13:21,{ },{ok},0.0 s
26/08/2015 13:22,{ },{ok},0.0 s
26/08/2015 13:22,{ },{ok},0.0 s
26/08/2015 13:22,{ },{ok},0.0 s
26/08/2015 13:22,{ },{ok},0.0 s
26/08/2015 13:22,{ },{ok},0.0 s
26/08/2015 13:22,{ },{ok},0.0 s
26/08/2015 13:23,{ },{ok},0.0 s
26/08/2015 13:23,{ },{ok},0.0 s
26/08/2015 13:23,{ },{ok},0.0 s
26/08/2015 13:23,{ },{ok},0.0 s
26/08/2015 13:23,{ },{ok},0.0 s
26/08/2015 13:23,{ },{ok},0.0 s
26/08/2015 13:24,{ },{ok},0.0 s
26/08/2015 13:24,{ },{ok},0.0 s
26/08/2015 13:24,{ },{ok},0.0 s
26/08/2015 13:24,{ },{ok},0.0 s
26/08/2015 13:24,{ },{ok},0.0 s
26/08/2015 13:24,{ },{ok},0.0 s
26/08/2015 13:25,{ },{ok},0.0 s
26/08/2015 13:25,{ },{ok},0.0 s
26/08/2015 13:25,{ },{ok},0.0 s
26/08/2015 13:25,{ },{ok},0.0 s
26/08/2015 13:25,{ },{ok},0.0 s
26/08/2015 13:25,{ },{ok},0.0 s
26/08/2015 13:26,{ },{ok},0.0 s
26/08/2015 13:26,{ },{ok},0.0 s
26/08/2015 13:26,{ },{ok},0.0 s
26/08/2015 13:26,{ },{ok},0.0 s
26/08/2015 13:26,{ },{ok},0.0 s
26/08/2015 13:26,{ },{ok},0.0 s
26/08/2015 13:27,{ },{ok},0.0 s
26/08/2015 13:27,{ },{ok},0.0 s
26/08/2015 13:27,{ },{ok},0.0 s
26/08/2015 13:27,{ },{ok},0.0 s
26/08/2015 13:27,{ },{ok},0.0 s
26/08/2015 13:27,{ },{ok},0.0 s
26/08/2015 13:28,{ },{ok},0.0 s
26/08/2015 13:28,{ },{ok},0.0 s
26/08/2015 13:28,{ },{ok},0.0 s
