Timestamp,Trend Flags,Status,Value (s)
26/08/2015 11:48,{ },{ok},305438144.0 s
26/08/2015 11:48,{ },{ok},305438144.0 s
26/08/2015 11:48,{ },{ok},305438144.0 s
26/08/2015 11:48,{ },{ok},305438176.0 s
26/08/2015 11:48,{ },{ok},305438176.0 s
26/08/2015 11:48,{ },{ok},305438176.0 s
26/08/2015 11:49,{ },{ok},305438208.0 s
26/08/2015 11:49,{ },{ok},305438208.0 s
26/08/2015 11:49,{ },{ok},305438208.0 s
26/08/2015 11:49,{ },{ok},305438208.0 s
26/08/2015 11:49,{ },{ok},305438240.0 s
26/08/2015 11:49,{ },{ok},305438240.0 s
26/08/2015 11:50,{ },{ok},305438240.0 s
26/08/2015 11:50,{ },{ok},305438272.0 s
26/08/2015 11:50,{ },{ok},305438272.0 s
26/08/2015 11:50,{ },{ok},305438272.0 s
26/08/2015 11:50,{ },{ok},305438272.0 s
26/08/2015 11:50,{ },{ok},305438304.0 s
26/08/2015 11:51,{ },{ok},305438304.0 s
26/08/2015 11:51,{ },{ok},305438336.0 s
26/08/2015 11:51,{ },{ok},305438336.0 s
26/08/2015 11:51,{ },{ok},305438336.0 s
26/08/2015 11:51,{ },{ok},305438336.0 s
26/08/2015 11:51,{ },{ok},305438368.0 s
26/08/2015 11:52,{ },{ok},305438368.0 s
26/08/2015 11:52,{ },{ok},305438368.0 s
26/08/2015 11:52,{ },{ok},305438400.0 s
26/08/2015 11:52,{ },{ok},305438400.0 s
26/08/2015 11:52,{ },{ok},305438400.0 s
26/08/2015 11:52,{ },{ok},305438432.0 s
26/08/2015 11:53,{ },{ok},305438432.0 s
26/08/2015 11:53,{ },{ok},305438432.0 s
26/08/2015 11:53,{ },{ok},305438464.0 s
26/08/2015 11:53,{ },{ok},305438464.0 s
26/08/2015 11:53,{ },{ok},305438464.0 s
26/08/2015 11:53,{ },{ok},305438464.0 s
26/08/2015 11:54,{ },{ok},305438496.0 s
26/08/2015 11:54,{ },{ok},305438496.0 s
26/08/2015 11:54,{ },{ok},305438496.0 s
26/08/2015 11:54,{ },{ok},305438528.0 s
26/08/2015 11:54,{ },{ok},305438528.0 s
26/08/2015 11:54,{ },{ok},305438528.0 s
26/08/2015 11:55,{ },{ok},305438560.0 s
26/08/2015 11:55,{ },{ok},305438560.0 s
26/08/2015 11:55,{ },{ok},305438560.0 s
26/08/2015 11:55,{ },{ok},305438592.0 s
26/08/2015 11:55,{ },{ok},305438592.0 s
26/08/2015 11:55,{ },{ok},305438592.0 s
26/08/2015 11:56,{ },{ok},305438624.0 s
26/08/2015 11:56,{ },{ok},305438624.0 s
26/08/2015 11:56,{ },{ok},305438624.0 s
26/08/2015 11:56,{ },{ok},305438656.0 s
26/08/2015 11:56,{ },{ok},305438656.0 s
26/08/2015 11:56,{ },{ok},305438656.0 s
26/08/2015 11:57,{ },{ok},305438688.0 s
26/08/2015 11:57,{ },{ok},305438688.0 s
26/08/2015 11:57,{ },{ok},305438688.0 s
26/08/2015 11:57,{ },{ok},305438688.0 s
26/08/2015 11:57,{ },{ok},305438720.0 s
26/08/2015 11:57,{ },{ok},305438720.0 s
26/08/2015 11:58,{ },{ok},305438720.0 s
26/08/2015 11:58,{ },{ok},305438752.0 s
26/08/2015 11:58,{ },{ok},305438752.0 s
26/08/2015 11:58,{ },{ok},305438752.0 s
26/08/2015 11:58,{ },{ok},305438784.0 s
26/08/2015 11:58,{ },{ok},305438784.0 s
26/08/2015 11:59,{ },{ok},305438784.0 s
26/08/2015 11:59,{ },{ok},305438816.0 s
26/08/2015 11:59,{ },{ok},305438816.0 s
26/08/2015 11:59,{ },{ok},305438816.0 s
26/08/2015 11:59,{ },{ok},305438816.0 s
26/08/2015 11:59,{ },{ok},305438848.0 s
26/08/2015 12:00,{ },{ok},305438848.0 s
26/08/2015 12:00,{ },{ok},305438848.0 s
26/08/2015 12:00,{ },{ok},305438880.0 s
26/08/2015 12:00,{ },{ok},305438880.0 s
26/08/2015 12:00,{ },{ok},305438880.0 s
26/08/2015 12:00,{ },{ok},305438912.0 s
26/08/2015 12:01,{ },{ok},305438912.0 s
26/08/2015 12:01,{ },{ok},305438912.0 s
26/08/2015 12:01,{ },{ok},305438912.0 s
26/08/2015 12:01,{ },{ok},305438944.0 s
26/08/2015 12:01,{ },{ok},305438944.0 s
26/08/2015 12:01,{ },{ok},305438976.0 s
26/08/2015 12:02,{ },{ok},305438976.0 s
26/08/2015 12:02,{ },{ok},305438976.0 s
26/08/2015 12:02,{ },{ok},305438976.0 s
26/08/2015 12:02,{ },{ok},305439008.0 s
26/08/2015 12:02,{ },{ok},305439008.0 s
26/08/2015 12:02,{ },{ok},305439008.0 s
26/08/2015 12:03,{ },{ok},305439040.0 s
26/08/2015 12:03,{ },{ok},305439040.0 s
26/08/2015 12:03,{ },{ok},305439040.0 s
26/08/2015 12:03,{ },{ok},305439072.0 s
26/08/2015 12:03,{ },{ok},305439072.0 s
