"Timest";"Element2OutletTemp";"Element2InletTemp";"Element 1 OutletTemp";"IntercoolerPressure";"ConverterCabTemp";"Oil Pressure";"Outlet Pressure";"Accumulated Volume";"Module Seconds";"Motor Starts";"Running Seconds";"VSD_1_20";"VSD_20_40";"VSD_40_60";"VSD_60_80";"VSD_80_100";"Inlet Dryer Temperature";"DryerVesselAPressure";"Dryer Vessel Bpressure";"I1";"I2";"I3";"KW";"KVA";"KVAR";"PF";"AV_VOLTS";"In";"V1";"V2";"V3";"Hz";"Delta Accumulated Volume";"Delta Module Seconds";"Delta Motor Starts";"Delta Running Seconds";"Delta VSD_1_20";"Delta VSD_20_40";"Delta VSD_40_60";"Delta VSD_60_80";"Delta VSD_80_100"
1.44059258E12;59.8;20.4;119.0;-93.0;28.0;3112.0;7070.0;3508000.0;3.05443904E8;556361.0;1.31931408E8;3006816.0;1.28658032E8;258733.0;7929.0;0.0;20.4;7090.0;7090.0;19.1;13.1;22.0;8.2;12.83;9.86;0.64;409.4;7.9;236.1;234.8;238.2;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059259E12;59.8;20.4;119.0;-93.0;28.0;3112.0;7049.0;3508000.0;3.05443904E8;556361.0;1.31931424E8;3006816.0;1.2865804E8;258733.0;7929.0;0.0;20.4;7090.0;7049.0;18.1;14.1;21.8;8.15;12.79;9.86;0.64;409.8;7.0;236.3;235.1;238.4;50.0;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.4405926E12;59.8;20.4;118.3;1634.0;28.0;3120.0;7007.0;3508000.0;3.05443936E8;556361.0;1.31931432E8;3006816.0;1.28658048E8;258733.0;7929.0;0.0;20.4;7049.0;7028.0;26.5;23.1;31.1;13.03;19.09;13.95;0.68;409.46;7.1;236.1;234.9;238.2;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059261E12;72.5;21.7;124.7;2520.0;28.0;3120.0;7194.0;3508000.0;3.05443936E8;556361.0;1.3193144E8;3006816.0;1.28658064E8;258733.0;7929.0;0.0;20.4;7256.0;7256.0;41.4;36.2;43.9;20.61;28.67;19.93;0.72;408.53;6.9;235.5;234.4;237.7;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059262E12;93.5;21.7;134.9;2571.0;28.0;3120.0;7463.0;3508000.0;3.05443936E8;556361.0;1.31931448E8;3006816.0;1.28658072E8;258733.0;7929.0;0.0;20.4;7484.0;7484.0;35.8;30.9;39.4;17.65;25.06;17.79;0.7;408.88;7.6;235.7;234.5;238.0;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059263E12;98.6;19.8;139.9;-78.0;28.0;3120.0;7526.0;3508000.0;3.05443968E8;556361.0;1.31931456E8;3006816.0;1.2865808E8;258733.0;7929.0;0.0;21.0;7546.0;7526.0;19.5;13.5;22.3;8.4;13.08;10.03;0.64;409.28;7.8;236.1;234.7;238.1;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059264E12;80.2;19.8;137.4;-93.0;28.0;3112.0;7463.0;3508000.0;3.05443968E8;556361.0;1.31931472E8;3006816.0;1.28658096E8;258733.0;7929.0;0.0;21.0;7505.0;7484.0;18.5;13.4;21.8;8.17;12.7;9.73;0.64;409.34;7.4;236.1;234.8;238.1;50.0;0.0;0.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059265E12;71.3;20.4;131.7;-85.0;28.0;3120.0;7401.0;3508000.0;3.05443968E8;556361.0;1.3193148E8;3006816.0;1.28658104E8;258733.0;7929.0;0.0;21.0;7463.0;7443.0;18.8;13.0;21.8;8.14;12.68;9.72;0.64;409.23;7.8;236.2;234.6;238.0;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059266E12;66.2;20.4;127.2;-85.0;28.0;3120.0;7360.0;3508000.0;3.05444E8;556361.0;1.31931488E8;3006816.0;1.28658112E8;258733.0;7929.0;0.0;21.0;7401.0;7380.0;19.1;13.0;21.4;8.14;12.66;9.7;0.64;409.46;7.4;236.2;234.8;238.2;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059267E12;64.3;20.4;124.7;-78.0;28.0;3120.0;7318.0;3508000.0;3.05444E8;556361.0;1.31931504E8;3006816.0;1.2865812E8;258733.0;7929.0;0.0;20.4;7360.0;7339.0;19.0;13.5;20.7;8.07;12.59;9.66;0.64;409.46;6.4;236.0;234.9;238.3;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059268E12;63.6;20.4;123.4;-78.0;28.0;3127.0;7277.0;3508000.0;3.05444E8;556361.0;1.31931512E8;3006816.0;1.28658128E8;258733.0;7929.0;0.0;20.4;7318.0;7298.0;18.7;13.9;20.5;8.1;12.57;9.61;0.64;409.75;6.0;236.2;235.1;238.4;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059269E12;62.4;20.4;122.1;-93.0;28.0;3120.0;7256.0;3508000.0;3.05444032E8;556361.0;1.3193152E8;3006816.0;1.28658144E8;258733.0;7929.0;0.0;20.4;7277.0;7256.0;19.1;13.7;20.6;8.08;12.63;9.71;0.64;409.46;6.2;236.0;235.0;238.2;49.9;0.0;32.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.4405927E12;61.7;20.4;120.9;-78.0;28.0;3120.0;7215.0;3508000.0;3.05444032E8;556361.0;1.31931536E8;3006816.0;1.28658152E8;258733.0;7929.0;0.0;20.4;7235.0;7235.0;19.1;13.6;20.7;8.09;12.63;9.7;0.64;409.4;6.2;236.0;234.9;238.2;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059271E12;61.1;20.4;120.9;-85.0;28.0;3120.0;7173.0;3508000.0;3.05444032E8;556361.0;1.31931536E8;3006816.0;1.2865816E8;258733.0;7929.0;0.0;20.4;7194.0;7194.0;19.1;13.5;20.5;8.08;12.56;9.61;0.64;409.28;6.1;236.0;234.8;238.1;50.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0
1.44059272E12;61.1;20.4;120.2;-85.0;28.0;3120.0;7152.0;3508000.0;3.05444032E8;556361.0;1.31931552E8;3006816.0;1.28658176E8;258733.0;7929.0;0.0;20.4;7173.0;7152.0;19.0;13.7;20.5;8.1;12.59;9.63;0.64;409.4;6.1;236.0;234.9;238.2;49.9;0.0;0.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059273E12;60.5;20.4;119.6;-93.0;28.0;3120.0;7132.0;3508000.0;3.05444064E8;556361.0;1.3193156E8;3006816.0;1.28658184E8;258733.0;7929.0;0.0;20.4;7132.0;7132.0;18.7;13.8;20.5;8.08;12.54;9.59;0.64;409.51;6.0;236.1;235.0;238.2;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059274E12;60.5;20.4;119.6;-93.0;28.0;3120.0;7090.0;3508000.0;3.05444064E8;556361.0;1.31931568E8;3006816.0;1.28658192E8;258733.0;7929.0;0.0;20.4;7111.0;7111.0;18.3;14.1;20.8;8.08;12.58;9.64;0.64;409.28;6.2;235.9;234.8;238.2;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059275E12;60.5;19.8;119.6;-100.0;28.0;3112.0;7070.0;3508000.0;3.05444064E8;556361.0;1.31931584E8;3006816.0;1.28658208E8;258733.0;7929.0;0.0;20.4;7090.0;7070.0;18.2;14.3;21.0;8.1;12.65;9.72;0.64;409.23;6.1;235.9;234.7;238.2;49.9;0.0;0.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059276E12;59.8;20.4;119.0;-93.0;28.0;3112.0;7049.0;3508000.0;3.05444096E8;556361.0;1.31931592E8;3006816.0;1.28658216E8;258733.0;7929.0;0.0;20.4;7070.0;7049.0;17.6;14.4;21.0;8.11;12.54;9.56;0.65;409.28;6.4;236.0;234.6;238.3;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059277E12;59.8;20.4;119.0;-85.0;28.0;3105.0;7028.0;3508000.0;3.05444096E8;556361.0;1.319316E8;3006816.0;1.28658224E8;258733.0;7929.0;0.0;20.4;7049.0;7028.0;25.6;23.5;29.3;12.72;18.53;13.47;0.69;409.05;6.4;235.9;234.5;238.1;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059278E12;59.8;20.4;118.3;2549.0;28.0;3120.0;7070.0;3508000.0;3.05444096E8;556361.0;1.31931616E8;3006816.0;1.28658232E8;258733.0;7929.0;0.0;20.4;7152.0;7132.0;38.9;37.2;44.4;20.47;28.45;19.76;0.72;408.71;7.4;235.7;234.2;238.0;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059279E12;85.3;21.7;124.7;2571.0;28.0;3120.0;7194.0;3508000.0;3.05444128E8;556361.0;1.31931624E8;3006816.0;1.2865824E8;258733.0;7929.0;0.0;21.0;7380.0;7380.0;40.1;37.9;44.4;20.86;28.9;20.0;0.72;408.76;7.0;235.6;234.2;238.2;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.4405928E12;99.2;21.0;134.9;2541.0;28.0;3120.0;7422.0;3508000.0;3.05444128E8;556361.0;1.31931632E8;3006816.0;1.28658256E8;258733.0;7929.0;0.0;21.0;7567.0;7567.0;18.7;15.0;23.9;9.04;13.63;10.2;0.66;409.34;8.6;236.3;234.4;238.3;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059281E12;90.3;19.1;140.6;-78.0;28.0;3120.0;7526.0;3508000.0;3.05444128E8;556361.0;1.3193164E8;3006816.0;1.28658264E8;258733.0;7929.0;0.0;21.0;7546.0;7526.0;17.5;12.8;23.1;8.28;12.63;9.54;0.66;409.17;9.7;236.4;234.3;238.0;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059282E12;76.4;19.8;135.5;-85.0;28.0;3120.0;7484.0;3508000.0;3.0544416E8;556361.0;1.31931648E8;3006816.0;1.28658272E8;258733.0;7929.0;0.0;21.0;7505.0;7463.0;17.0;12.9;23.6;8.31;12.66;9.55;0.66;409.23;10.0;236.4;234.4;238.0;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059283E12;68.7;20.4;129.8;-85.0;28.0;3112.0;7443.0;3508000.0;3.0544416E8;556361.0;1.31931664E8;3006816.0;1.28658288E8;258733.0;7929.0;0.0;21.0;7443.0;7422.0;17.9;11.5;24.7;8.33;12.8;9.73;0.65;409.28;12.0;236.5;234.6;237.8;49.9;0.0;0.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059284E12;65.5;20.4;126.0;-93.0;28.0;3120.0;7380.0;3508000.0;3.0544416E8;556361.0;1.31931672E8;3006816.0;1.28658296E8;258733.0;7929.0;0.0;21.0;7380.0;7360.0;17.8;11.7;24.2;8.3;12.71;9.62;0.65;409.23;11.3;236.5;234.4;237.9;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059285E12;63.6;20.4;124.0;-93.0;28.0;3112.0;7339.0;3508000.0;3.05444192E8;556361.0;1.3193168E8;3006816.0;1.28658304E8;258733.0;7929.0;0.0;20.4;7339.0;7318.0;17.8;11.3;24.5;8.31;12.68;9.57;0.66;408.94;11.8;236.4;234.3;237.6;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059286E12;62.4;20.4;122.1;-93.0;28.0;3120.0;7277.0;3508000.0;3.05444192E8;556361.0;1.31931696E8;3006816.0;1.2865832E8;258733.0;7929.0;0.0;20.4;7298.0;7277.0;18.5;10.6;24.6;8.32;12.71;9.61;0.65;409.17;12.1;236.6;234.5;237.6;49.9;0.0;0.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059287E12;62.4;20.4;122.1;-93.0;28.0;3112.0;7235.0;3508000.0;3.05444192E8;556361.0;1.31931704E8;3006816.0;1.2865832E8;258733.0;7929.0;0.0;20.4;7256.0;7256.0;19.1;10.3;24.5;8.33;12.75;9.66;0.65;409.11;12.3;236.5;234.5;237.6;49.9;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0
1.44059288E12;61.7;20.4;120.9;-93.0;28.0;3120.0;7194.0;3508000.0;3.05444224E8;556361.0;1.31931712E8;3006816.0;1.28658336E8;258733.0;7929.0;0.0;20.4;7215.0;7194.0;17.5;13.9;21.7;8.17;12.57;9.55;0.65;409.51;7.6;236.2;234.6;238.5;49.9;0.0;32.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059289E12;61.1;20.4;120.9;-100.0;28.0;3120.0;7152.0;3508000.0;3.05444224E8;556361.0;1.3193172E8;3006816.0;1.28658344E8;258733.0;7929.0;0.0;20.4;7194.0;7173.0;17.4;12.6;23.5;8.27;12.66;9.59;0.65;409.17;10.2;236.3;234.2;238.2;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.4405929E12;61.1;20.4;120.2;-93.0;28.0;3120.0;7132.0;3508000.0;3.05444224E8;556361.0;1.31931736E8;3006816.0;1.28658352E8;258733.0;7929.0;0.0;20.4;7152.0;7132.0;17.2;12.8;23.8;8.3;12.73;9.66;0.65;409.28;10.4;236.4;234.4;238.1;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059291E12;61.1;20.4;119.6;-100.0;28.0;3112.0;7111.0;3508000.0;3.05444224E8;556361.0;1.31931744E8;3006816.0;1.2865836E8;258733.0;7929.0;0.0;20.4;7132.0;7111.0;17.1;12.8;23.7;8.29;12.69;9.6;0.65;409.28;10.2;236.4;234.4;238.1;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059292E12;61.1;21.0;119.6;-93.0;28.0;3112.0;7090.0;3508000.0;3.05444256E8;556361.0;1.31931752E8;3006816.0;1.28658376E8;258733.0;7929.0;0.0;20.4;7090.0;7090.0;17.4;12.9;23.7;8.32;12.79;9.72;0.65;409.63;10.2;236.5;234.5;238.5;49.9;0.0;32.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059293E12;60.5;20.4;119.0;-93.0;28.0;3105.0;7049.0;3508000.0;3.05444256E8;556361.0;1.3193176E8;3006816.0;1.28658384E8;258733.0;7929.0;0.0;20.4;7070.0;7049.0;16.9;13.1;23.5;8.32;12.67;9.56;0.66;409.57;9.8;236.6;234.4;238.4;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059294E12;59.8;20.4;119.0;-93.0;28.0;3156.0;7028.0;3508000.0;3.05444256E8;556361.0;1.31931768E8;3006816.0;1.28658392E8;258733.0;7929.0;0.0;20.4;7049.0;7028.0;17.8;12.2;24.5;8.44;12.91;9.77;0.65;409.57;11.3;236.7;234.5;238.2;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059295E12;68.1;22.3;117.7;2520.0;28.0;3112.0;7028.0;3508000.0;3.05444288E8;556361.0;1.31931784E8;3006816.0;1.28658408E8;258733.0;7929.0;0.0;20.4;7173.0;7173.0;38.8;35.3;46.9;20.55;28.58;19.86;0.72;408.76;10.2;235.8;234.2;238.0;49.9;0.0;32.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059296E12;91.0;21.7;128.5;2578.0;28.0;3120.0;7277.0;3508000.0;3.05444288E8;556361.0;1.31931792E8;3006816.0;1.28658416E8;258733.0;7929.0;0.0;20.4;7401.0;7380.0;39.5;34.2;48.2;20.7;28.8;20.03;0.72;408.88;11.6;235.9;234.3;238.0;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059297E12;101.8;21.0;136.8;1459.0;28.0;3112.0;7526.0;3508000.0;3.05444288E8;556361.0;1.319318E8;3006816.0;1.28658424E8;258733.0;7929.0;0.0;21.0;7567.0;7546.0;25.0;17.9;32.0;12.11;17.73;12.95;0.68;409.51;12.2;236.6;234.6;238.1;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059298E12;84.0;19.8;139.3;-85.0;28.0;3112.0;7505.0;3508000.0;3.0544432E8;556361.0;1.31931816E8;3006816.0;1.28658432E8;258733.0;7929.0;0.0;21.0;7526.0;7505.0;17.6;12.0;24.3;8.33;12.76;9.67;0.65;409.46;11.0;236.7;234.5;238.0;49.9;0.0;32.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059299E12;76.4;20.4;135.5;-78.0;28.0;3112.0;7463.0;3508000.0;3.0544432E8;556361.0;1.31931824E8;3006816.0;1.2865844E8;258733.0;7929.0;0.0;20.4;7484.0;7463.0;17.1;12.2;24.0;8.31;12.62;9.49;0.66;409.34;10.8;236.7;234.4;237.9;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.440593E12;69.4;20.4;130.4;-85.0;28.7;3112.0;7443.0;3508000.0;3.0544432E8;556361.0;1.31931832E8;3006816.0;1.28658456E8;258733.0;7929.0;0.0;21.0;7463.0;7443.0;17.6;11.3;24.5;8.34;12.64;9.5;0.66;409.4;11.6;236.8;234.5;237.8;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059301E12;65.5;20.4;126.6;-85.0;28.0;3120.0;7401.0;3508000.0;3.0544432E8;556361.0;1.31931848E8;3006816.0;1.28658464E8;258733.0;7929.0;0.0;20.4;7401.0;7380.0;18.2;10.9;25.0;8.35;12.81;9.72;0.65;409.46;12.4;236.8;234.5;237.9;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059302E12;63.6;21.0;124.0;-85.0;28.0;3112.0;7339.0;3508000.0;3.05444352E8;556361.0;1.31931848E8;3006816.0;1.28658472E8;258733.0;7929.0;0.0;21.0;7360.0;7339.0;18.0;10.8;25.1;8.33;12.75;9.66;0.65;409.05;12.6;236.5;234.4;237.6;49.9;0.0;32.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0
1.44059303E12;63.0;20.4;122.1;-85.0;28.0;3120.0;7298.0;3508000.0;3.05444352E8;556361.0;1.31931864E8;3006816.0;1.28658488E8;258733.0;7929.0;0.0;20.4;7318.0;7298.0;20.0;10.0;24.0;8.27;12.78;9.75;0.65;409.34;12.1;236.5;234.7;237.8;49.9;0.0;0.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059304E12;62.4;20.4;122.1;-71.0;28.7;3120.0;7256.0;3508000.0;3.05444352E8;556361.0;1.31931872E8;3006816.0;1.28658496E8;258733.0;7929.0;0.0;20.4;7277.0;7256.0;18.4;10.5;24.4;8.29;12.62;9.51;0.66;409.34;12.1;236.8;234.6;237.6;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059305E12;61.7;20.4;120.9;-100.0;28.0;3120.0;7215.0;3508000.0;3.05444384E8;556361.0;1.3193188E8;3006816.0;1.28658504E8;258733.0;7929.0;0.0;20.4;7235.0;7215.0;17.4;11.7;24.2;8.29;12.62;9.51;0.66;409.34;11.2;236.7;234.5;237.8;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059306E12;61.7;20.4;120.2;-93.0;28.0;3112.0;7173.0;3508000.0;3.05444384E8;556361.0;1.31931888E8;3006816.0;1.28658512E8;258733.0;7929.0;0.0;21.0;7215.0;7194.0;17.9;11.1;24.3;8.3;12.61;9.5;0.66;409.17;11.6;236.6;234.5;237.6;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059307E12;61.1;20.4;119.6;-100.0;28.0;3112.0;7152.0;3508000.0;3.05444384E8;556361.0;1.31931904E8;3006816.0;1.28658528E8;258733.0;7929.0;0.0;20.4;7173.0;7152.0;18.4;10.4;24.4;8.29;12.59;9.48;0.66;409.23;12.1;236.7;234.6;237.5;49.9;0.0;0.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059308E12;60.5;20.4;119.6;-93.0;28.0;3120.0;7111.0;3508000.0;3.05444416E8;556361.0;1.31931912E8;3006816.0;1.28658536E8;258733.0;7929.0;0.0;20.4;7132.0;7111.0;19.6;10.1;23.5;8.24;12.59;9.51;0.65;409.11;11.6;236.4;234.6;237.6;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059309E12;60.5;20.4;119.6;-85.0;28.7;3120.0;7090.0;3508000.0;3.05444416E8;556361.0;1.3193192E8;3006816.0;1.28658544E8;258733.0;7929.0;0.0;20.4;7111.0;7090.0;22.3;9.9;20.6;8.13;12.47;9.46;0.65;408.82;10.1;235.4;234.8;237.9;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.4405931E12;60.5;20.4;119.0;-93.0;28.0;17.0;7049.0;3508000.0;3.05444416E8;556361.0;1.31931936E8;3006816.0;1.28658552E8;258733.0;7929.0;0.0;20.4;7090.0;7070.0;22.5;9.6;20.7;8.15;12.48;9.45;0.65;408.82;10.3;235.6;234.7;237.8;49.8;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059311E12;60.5;20.4;119.0;-85.0;28.0;17.0;7049.0;3508000.0;3.05444448E8;556361.0;1.31931944E8;3006816.0;1.2865856E8;258733.0;7929.0;0.0;20.4;7070.0;7049.0;21.4;9.7;22.1;8.2;12.57;9.53;0.65;408.59;11.2;235.8;234.4;237.5;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059312E12;59.8;20.4;119.0;-93.0;28.0;3090.0;7028.0;3508000.0;3.05444448E8;556361.0;1.31931952E8;3006816.0;1.28658576E8;258733.0;7929.0;0.0;20.4;7049.0;7028.0;7.3;6.7;6.8;3.32;4.91;3.61;0.68;408.53;1.1;236.7;234.1;236.8;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059313E12;57.9;20.4;115.8;-41.0;28.0;3185.0;7007.0;3508000.0;3.05444448E8;556361.0;1.31931952E8;3006816.0;1.28658576E8;258733.0;7929.0;0.0;20.4;7028.0;7007.0;1.9;2.4;2.2;1.52;1.53;0.2;0.99;408.53;1.0;236.5;234.4;236.7;49.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.44059314E12;57.3;20.4;111.3;-56.0;28.0;3098.0;6987.0;3508000.0;3.0544448E8;556362.0;1.31931952E8;3006819.0;1.28658576E8;258733.0;7929.0;0.0;20.4;7007.0;6987.0;14.9;10.3;15.3;6.26;9.55;7.21;0.66;408.13;4.8;235.7;234.5;236.7;49.9;0.0;32.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0
1.44059315E12;54.7;20.4;108.8;-93.0;28.0;3134.0;6966.0;3508000.0;3.0544448E8;556362.0;1.3193196E8;3006821.0;1.28658584E8;258733.0;7929.0;0.0;20.4;6987.0;6966.0;25.0;11.5;20.8;8.85;13.52;10.22;0.65;408.42;9.3;235.0;234.7;237.7;49.9;0.0;0.0;0.0;8.0;2.0;8.0;0.0;0.0;0.0
1.44059316E12;70.0;22.3;113.2;2461.0;28.0;3105.0;7007.0;3508000.0;3.0544448E8;556362.0;1.31931976E8;3006821.0;1.28658592E8;258733.0;7929.0;0.0;20.4;7173.0;7152.0;47.0;27.8;42.8;20.22;27.68;18.9;0.73;407.38;13.1;234.6;233.9;237.1;49.8;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059317E12;91.6;21.7;127.2;2527.0;28.0;3105.0;7277.0;3508000.0;3.05444512E8;556362.0;1.31931984E8;3006821.0;1.28658608E8;258733.0;7929.0;0.0;20.4;7422.0;7401.0;47.0;27.8;44.3;20.39;28.04;19.25;0.73;407.44;13.5;235.0;233.6;237.1;49.9;0.0;32.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059318E12;101.8;21.0;136.1;1722.0;28.0;3105.0;7526.0;3508000.0;3.05444512E8;556362.0;1.31932E8;3006821.0;1.28658608E8;258733.0;7929.0;0.0;21.0;7567.0;7546.0;33.0;19.9;35.1;14.49;20.76;14.87;0.7;408.07;12.7;235.7;233.8;237.3;49.9;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0
1.44059319E12;84.0;19.8;138.7;-93.0;28.0;3105.0;7505.0;3508000.0;3.05444512E8;556362.0;1.31932008E8;3006821.0;1.28658624E8;258733.0;7929.0;0.0;21.0;7526.0;7505.0;19.4;10.2;23.5;8.26;12.54;9.44;0.66;408.53;11.5;236.2;234.4;237.0;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.4405932E12;77.0;20.4;135.5;-85.0;28.0;3105.0;7463.0;3508000.0;3.05444544E8;556362.0;1.31932016E8;3006821.0;1.28658632E8;258733.0;7929.0;0.0;21.0;7505.0;7484.0;20.8;10.0;22.7;8.22;12.64;9.6;0.65;408.48;11.2;235.8;234.4;237.3;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059321E12;69.4;20.4;129.8;-78.0;28.0;3098.0;7463.0;3508000.0;3.05444544E8;556362.0;1.31932032E8;3006821.0;1.2865864E8;258733.0;7929.0;0.0;21.0;7463.0;7443.0;20.4;9.6;23.9;8.3;12.74;9.67;0.65;408.82;12.5;236.0;234.7;237.4;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059322E12;65.5;20.4;126.0;-93.0;28.0;3098.0;7422.0;3508000.0;3.05444544E8;556362.0;1.3193204E8;3006821.0;1.28658656E8;258733.0;7929.0;0.0;21.0;7443.0;7422.0;20.2;10.0;23.0;8.27;12.58;9.47;0.66;408.82;11.3;236.2;234.6;237.3;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059323E12;63.6;21.0;123.4;-85.0;28.0;3105.0;7401.0;3508000.0;3.05444544E8;556362.0;1.3193204E8;3006821.0;1.28658664E8;258733.0;7929.0;0.0;20.4;7422.0;7401.0;19.3;10.2;23.8;8.29;12.61;9.5;0.66;409.11;11.8;236.6;234.7;237.3;49.9;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0
1.44059324E12;62.4;20.4;122.1;-93.0;28.0;3098.0;7380.0;3508000.0;3.05444576E8;556362.0;1.31932056E8;3006821.0;1.28658672E8;258733.0;7929.0;0.0;20.4;7380.0;7380.0;20.1;9.9;24.2;8.32;12.82;9.76;0.65;409.05;12.3;236.4;234.6;237.5;49.9;0.0;32.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059325E12;61.7;20.4;120.9;-93.0;28.0;3098.0;7339.0;3508000.0;3.05444576E8;556362.0;1.31932064E8;3006821.0;1.2865868E8;258733.0;7929.0;0.0;21.0;7360.0;7339.0;19.8;10.2;23.5;8.25;12.65;9.59;0.65;408.99;11.6;236.3;234.7;237.4;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059326E12;61.1;20.4;120.2;-93.0;28.0;3098.0;7298.0;3508000.0;3.05444576E8;556362.0;1.31932072E8;3006821.0;1.28658696E8;258733.0;7929.0;0.0;20.4;7318.0;7298.0;20.1;10.2;23.2;8.23;12.65;9.61;0.65;409.05;11.5;236.2;234.7;237.6;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
