"Timest";"Element2OutletTemp";"Element2InletTemp";"Element 1 OutletTemp";"IntercoolerPressure";"ConverterCabTemp";"Oil Pressure";"Outlet Pressure";"Accumulated Volume";"Module Seconds";"Motor Starts";"Running Seconds";"VSD_1_20";"VSD_20_40";"VSD_40_60";"VSD_60_80";"VSD_80_100";"Inlet Dryer Temperature";"DryerVesselAPressure";"Dryer Vessel Bpressure";"I1";"I2";"I3";"KW";"KVA";"KVAR";"PF";"AV_VOLTS";"In";"V1";"V2";"V3";"Hz";"Delta Accumulated Volume";"Delta Module Seconds";"Delta Motor Starts";"Delta Running Seconds";"Delta VSD_1_20";"Delta VSD_20_40";"Delta VSD_40_60";"Delta VSD_60_80";"Delta VSD_80_100"
1.44059051E12;86.5;20.4;140.6;-85.0;28.7;3024.0;7318.0;3508000.0;3.05441824E8;556359.0;1.31929432E8;3006805.0;1.28656064E8;258733.0;7929.0;0.0;20.4;7318.0;7318.0;18.6;13.1;21.2;8.17;12.49;9.45;0.65;408.53;7.0;235.7;234.4;237.5;50.0;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059052E12;76.4;21.0;133.6;-85.0;28.7;3017.0;7277.0;3508000.0;3.05441856E8;556359.0;1.3192944E8;3006805.0;1.2865608E8;258733.0;7929.0;0.0;20.4;7215.0;7215.0;18.4;13.2;21.7;8.17;12.59;9.58;0.65;408.65;7.3;235.8;234.4;237.6;49.9;0.0;32.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059053E12;71.9;21.0;129.1;-85.0;28.7;3024.0;7173.0;3508000.0;3.05441856E8;556359.0;1.31929448E8;3006805.0;1.28656088E8;258733.0;7929.0;0.0;20.4;7152.0;7132.0;18.0;13.5;21.5;8.16;12.52;9.49;0.65;408.59;7.0;235.8;234.4;237.5;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059054E12;70.6;21.0;127.9;-85.0;28.7;3017.0;7111.0;3508000.0;3.05441856E8;556359.0;1.31929464E8;3006805.0;1.28656096E8;258733.0;7929.0;0.0;20.4;7070.0;7049.0;18.7;13.2;21.3;8.15;12.56;9.56;0.65;408.48;6.9;235.7;234.3;237.5;50.0;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059055E12;69.4;21.7;125.3;924.0;28.7;3017.0;7007.0;3508000.0;3.05441856E8;556359.0;1.31929464E8;3006805.0;1.28656112E8;258733.0;7929.0;0.0;20.4;7049.0;7049.0;41.2;36.0;44.0;20.46;28.56;19.92;0.72;407.9;7.2;235.3;233.9;237.3;49.9;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
1.44059056E12;94.2;21.7;131.0;2527.0;28.7;3032.0;7152.0;3508000.0;3.05441888E8;556359.0;1.3192948E8;3006805.0;1.2865612E8;258733.0;7929.0;0.0;20.4;7256.0;7256.0;41.7;35.8;43.8;20.45;28.57;19.95;0.72;407.78;7.2;235.1;233.9;237.3;49.9;0.0;32.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059057E12;101.8;21.7;135.5;2527.0;28.7;3024.0;7360.0;3508000.0;3.05441888E8;556359.0;1.31929488E8;3006805.0;1.28656128E8;258733.0;7929.0;0.0;20.4;7422.0;7422.0;41.6;36.6;44.5;20.74;28.9;20.13;0.72;407.78;7.1;235.2;233.9;237.2;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059058E12;110.1;21.7;141.2;2571.0;28.7;3024.0;7443.0;3508000.0;3.0544192E8;556359.0;1.31929504E8;3006805.0;1.28656136E8;258733.0;7929.0;0.0;20.4;7546.0;7526.0;20.4;14.3;22.4;8.84;13.47;10.16;0.66;408.19;7.1;235.5;234.2;237.3;49.9;0.0;32.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059059E12;98.0;19.8;145.7;-71.0;28.7;3024.0;7484.0;3508000.0;3.0544192E8;556359.0;1.31929512E8;3006805.0;1.28656144E8;258733.0;7929.0;0.0;20.4;7463.0;7484.0;18.2;13.3;21.5;8.16;12.5;9.47;0.65;408.01;7.1;235.5;234.0;237.2;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.4405906E12;83.4;20.4;139.9;-85.0;28.7;3032.0;7401.0;3508000.0;3.0544192E8;556359.0;1.3192952E8;3006805.0;1.2865616E8;258733.0;7929.0;0.0;20.4;7422.0;7401.0;18.3;13.3;21.5;8.13;12.52;9.52;0.65;408.01;7.0;235.5;234.0;237.2;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059061E12;75.7;21.0;134.2;-78.0;28.7;3032.0;7318.0;3508000.0;3.0544192E8;556359.0;1.31929528E8;3006805.0;1.28656168E8;258733.0;7929.0;0.0;20.4;7339.0;7318.0;18.0;13.5;21.3;8.14;12.46;9.43;0.65;408.24;6.8;235.6;234.2;237.3;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059062E12;72.5;21.0;130.4;-78.0;28.7;3017.0;7235.0;3508000.0;3.05441952E8;556359.0;1.31929536E8;3006805.0;1.28656176E8;258733.0;7929.0;0.0;20.4;7277.0;7235.0;18.4;13.2;21.5;8.16;12.52;9.5;0.65;408.07;7.2;235.5;234.1;237.2;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059063E12;70.0;21.0;127.9;-85.0;28.7;3017.0;7152.0;3508000.0;3.05441952E8;556359.0;1.31929552E8;3006805.0;1.28656192E8;258733.0;7929.0;0.0;20.4;7173.0;7173.0;18.2;13.2;21.5;8.13;12.48;9.47;0.65;408.13;7.2;235.6;234.1;237.2;49.9;0.0;0.0;0.0;16.0;0.0;16.0;0.0;0.0;0.0
1.44059064E12;68.7;21.0;126.0;-85.0;28.7;3017.0;7070.0;3508000.0;3.05441952E8;556359.0;1.3192956E8;3006805.0;1.286562E8;258733.0;7929.0;0.0;20.4;7111.0;7090.0;18.1;13.4;21.3;8.14;12.45;9.42;0.65;407.9;6.7;235.4;234.0;237.1;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059065E12;70.6;22.3;124.0;2315.0;28.0;3024.0;7007.0;3508000.0;3.05441984E8;556359.0;1.31929568E8;3006805.0;1.28656208E8;258733.0;7929.0;0.0;20.4;7028.0;7007.0;33.2;27.8;36.1;16.04;22.85;16.28;0.7;407.44;7.0;235.1;233.7;236.9;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059066E12;96.1;21.7;131.7;2483.0;28.7;3024.0;7173.0;3508000.0;3.05441984E8;556359.0;1.31929584E8;3006805.0;1.28656216E8;258733.0;7929.0;0.0;20.4;7194.0;7173.0;41.0;36.5;43.9;20.53;28.58;19.89;0.72;407.67;6.6;235.2;233.9;237.0;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059067E12;102.4;21.7;136.1;2512.0;28.7;3024.0;7380.0;3508000.0;3.05441984E8;556359.0;1.31929592E8;3006805.0;1.28656224E8;258733.0;7929.0;0.0;20.4;7360.0;7360.0;41.7;36.7;44.7;20.8;28.98;20.18;0.72;407.55;7.1;235.1;233.8;237.0;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059068E12;110.1;21.7;141.2;2534.0;28.7;3024.0;7484.0;3508000.0;3.05442016E8;556359.0;1.319296E8;3006805.0;1.28656232E8;258733.0;7929.0;0.0;20.4;7567.0;7546.0;30.0;25.9;33.0;14.61;20.94;15.01;0.7;407.84;6.5;235.4;234.0;237.0;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059069E12;94.8;19.8;145.0;-85.0;28.7;3024.0;7484.0;3508000.0;3.05442016E8;556359.0;1.31929616E8;3006805.0;1.2865624E8;258733.0;7929.0;0.0;20.4;7505.0;7484.0;18.5;13.1;21.2;8.14;12.46;9.43;0.65;408.3;7.0;235.7;234.2;237.3;50.0;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.4405907E12;81.4;20.4;138.7;-85.0;28.7;3024.0;7401.0;3508000.0;3.05442016E8;556359.0;1.31929624E8;3006805.0;1.28656256E8;258733.0;7929.0;0.0;20.4;7422.0;7401.0;18.4;13.3;21.1;8.14;12.46;9.44;0.65;408.48;6.8;235.8;234.3;237.4;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059071E12;75.1;21.0;133.6;-78.0;28.7;3024.0;7318.0;3508000.0;3.05442048E8;556359.0;1.31929632E8;3006805.0;1.28656264E8;258733.0;7929.0;0.0;20.4;7339.0;7318.0;17.6;13.6;21.2;8.14;12.37;9.32;0.66;408.65;6.4;235.9;234.4;237.5;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059072E12;71.3;21.0;129.8;-78.0;28.7;3024.0;7235.0;3508000.0;3.05442048E8;556359.0;1.3192964E8;3006805.0;1.28656272E8;258733.0;7929.0;0.0;20.4;7277.0;7256.0;17.8;14.0;20.5;8.12;12.34;9.29;0.66;408.36;5.8;235.5;234.3;237.5;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059073E12;69.4;21.0;127.9;-93.0;28.7;3017.0;7173.0;3508000.0;3.05442048E8;556359.0;1.31929648E8;3006805.0;1.28656288E8;258733.0;7929.0;0.0;20.4;7194.0;7173.0;17.8;13.6;21.4;8.17;12.46;9.41;0.66;408.3;6.7;235.6;234.2;237.4;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059074E12;68.7;21.0;126.0;-78.0;28.7;3017.0;7090.0;3508000.0;3.0544208E8;556359.0;1.31929664E8;3006805.0;1.28656296E8;258733.0;7929.0;0.0;20.4;7132.0;7111.0;18.1;13.5;21.3;8.16;12.48;9.45;0.65;408.3;6.7;235.6;234.2;237.4;49.9;0.0;32.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059075E12;67.5;21.0;125.3;-85.0;28.7;3017.0;7028.0;3508000.0;3.0544208E8;556359.0;1.31929672E8;3006805.0;1.28656304E8;258733.0;7929.0;0.0;20.4;7070.0;7049.0;18.9;15.2;22.9;8.85;13.45;10.13;0.66;408.48;6.5;235.7;234.3;237.5;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059076E12;70.6;22.3;124.0;2512.0;28.7;3024.0;7090.0;3508000.0;3.0544208E8;556359.0;1.3192968E8;3006805.0;1.28656312E8;258733.0;7929.0;0.0;20.4;7090.0;7090.0;40.1;37.2;43.7;20.5;28.49;19.78;0.72;407.67;5.9;235.1;234.0;237.0;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059077E12;96.1;21.7;132.3;2534.0;28.0;3024.0;7194.0;3508000.0;3.05442112E8;556359.0;1.31929696E8;3006805.0;1.2865632E8;258733.0;7929.0;0.0;20.4;7277.0;7277.0;41.4;36.6;44.1;20.61;28.76;20.06;0.72;407.78;6.7;235.2;233.9;237.2;50.0;0.0;32.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059078E12;106.9;21.7;139.3;2520.0;28.7;3024.0;7401.0;3508000.0;3.05442112E8;556359.0;1.31929704E8;3006805.0;1.28656336E8;258733.0;7929.0;0.0;20.4;7463.0;7484.0;36.8;33.4;39.9;18.49;25.95;18.21;0.71;408.13;6.1;235.5;234.1;237.3;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059079E12;109.4;19.8;145.0;-71.0;28.7;3024.0;7484.0;3508000.0;3.05442112E8;556359.0;1.31929712E8;3006805.0;1.28656344E8;258733.0;7929.0;0.0;21.0;7505.0;7484.0;18.2;13.6;21.3;8.17;12.54;9.52;0.65;408.76;6.6;235.9;234.4;237.7;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.4405908E12;90.3;20.4;140.6;-85.0;28.7;3017.0;7401.0;3508000.0;3.05442112E8;556359.0;1.3192972E8;3006805.0;1.28656352E8;258733.0;7929.0;0.0;20.4;7422.0;7422.0;18.3;13.4;21.7;8.18;12.61;9.6;0.65;408.71;7.1;235.9;234.4;237.6;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059081E12;78.9;20.4;134.2;-85.0;28.0;3024.0;7318.0;3508000.0;3.05442144E8;556359.0;1.31929728E8;3006805.0;1.28656368E8;258733.0;7929.0;0.0;20.4;7339.0;7339.0;18.0;14.0;21.0;8.16;12.52;9.49;0.65;408.65;6.1;235.7;234.4;237.7;49.9;0.0;32.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059082E12;73.8;21.0;130.4;-85.0;28.7;3024.0;7235.0;3508000.0;3.05442144E8;556359.0;1.31929744E8;3006805.0;1.28656376E8;258733.0;7929.0;0.0;20.4;7256.0;7256.0;17.9;13.4;21.3;8.16;12.42;9.37;0.66;408.65;6.8;235.9;234.4;237.5;50.0;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059083E12;70.6;21.0;129.1;-85.0;28.7;3017.0;7173.0;3508000.0;3.05442144E8;556359.0;1.31929752E8;3006805.0;1.28656384E8;258733.0;7929.0;0.0;20.4;7194.0;7173.0;18.2;13.3;21.5;8.15;12.52;9.5;0.65;408.59;7.0;235.8;234.4;237.5;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059084E12;69.4;21.0;127.2;-85.0;28.7;3017.0;7090.0;3508000.0;3.05442176E8;556359.0;1.3192976E8;3006805.0;1.286564E8;258733.0;7929.0;0.0;20.4;7111.0;7111.0;18.0;13.6;21.7;8.17;12.59;9.57;0.65;408.59;7.1;235.7;234.4;237.6;50.0;0.0;32.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059085E12;68.1;21.0;126.0;-85.0;28.7;3017.0;7007.0;3508000.0;3.05442176E8;556359.0;1.31929776E8;3006805.0;1.28656408E8;258733.0;7929.0;0.0;20.4;7049.0;7028.0;31.9;29.6;33.4;15.8;22.37;15.84;0.71;408.19;5.2;235.2;234.2;237.6;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059086E12;77.6;22.9;124.0;2527.0;28.7;3032.0;7132.0;3508000.0;3.05442176E8;556359.0;1.31929784E8;3006805.0;1.28656416E8;258733.0;7929.0;0.0;20.4;7132.0;7111.0;40.8;35.9;43.6;20.37;28.42;19.82;0.72;409.05;6.9;235.9;234.6;238.0;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059087E12;90.3;22.3;128.5;2527.0;28.7;3024.0;7339.0;3508000.0;3.05442208E8;556359.0;1.31929792E8;3006805.0;1.28656424E8;258733.0;7929.0;0.0;20.4;7318.0;7318.0;40.6;37.3;44.1;20.74;28.81;20.0;0.72;408.88;6.3;235.7;234.6;237.9;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059088E12;104.3;21.0;138.0;2541.0;28.7;3017.0;7339.0;3508000.0;3.05442208E8;556359.0;1.31929808E8;3006805.0;1.28656432E8;258733.0;7929.0;0.0;20.4;7526.0;7505.0;25.2;21.5;26.4;11.86;17.3;12.6;0.69;409.75;5.4;236.1;235.1;238.5;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059089E12;107.5;20.4;143.1;237.0;28.7;3024.0;7505.0;3508000.0;3.05442208E8;556359.0;1.31929816E8;3006805.0;1.28656448E8;258733.0;7929.0;0.0;20.4;7463.0;7463.0;18.7;13.6;21.8;8.33;12.82;9.74;0.65;409.92;7.0;236.5;235.1;238.4;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.4405909E12;90.3;20.4;142.5;-78.0;28.7;3024.0;7422.0;3508000.0;3.0544224E8;556359.0;1.31929824E8;3006805.0;1.28656456E8;258733.0;7929.0;0.0;21.0;7380.0;7380.0;18.7;13.5;21.1;8.31;12.62;9.5;0.66;409.8;6.4;236.5;234.9;238.4;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059091E12;81.4;21.0;136.8;-71.0;28.7;3024.0;7318.0;3508000.0;3.0544224E8;556359.0;1.31929832E8;3006805.0;1.28656464E8;258733.0;7929.0;0.0;20.4;7298.0;7277.0;19.1;14.4;19.3;8.25;12.5;9.4;0.66;409.92;5.7;236.2;235.0;238.8;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059092E12;76.4;21.0;132.3;-78.0;28.0;3068.0;7235.0;3508000.0;3.0544224E8;556359.0;1.3192984E8;3006805.0;1.2865648E8;258733.0;7929.0;0.0;20.4;7215.0;7194.0;18.8;13.6;21.8;8.29;12.85;9.81;0.65;410.09;7.1;236.5;235.2;238.6;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059093E12;74.5;21.0;129.1;-78.0;28.7;3024.0;7132.0;3508000.0;3.0544224E8;556359.0;1.31929856E8;3006805.0;1.28656488E8;258733.0;7929.0;0.0;20.4;7132.0;7111.0;19.1;13.5;21.5;8.3;12.83;9.78;0.65;410.21;7.1;236.6;235.3;238.6;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059094E12;72.5;21.0;127.9;-63.0;28.7;3024.0;7070.0;3508000.0;3.05442272E8;556359.0;1.31929864E8;3006805.0;1.28656496E8;258733.0;7929.0;0.0;20.4;7049.0;7049.0;28.5;22.0;30.6;13.2;19.22;13.96;0.69;410.09;7.4;236.5;235.2;238.6;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059095E12;78.3;22.3;125.3;2432.0;28.7;3032.0;6987.0;3508000.0;3.05442272E8;556359.0;1.31929872E8;3006805.0;1.28656512E8;258733.0;7929.0;0.0;20.4;7111.0;7132.0;41.2;35.6;43.9;20.48;28.55;19.89;0.72;409.51;7.3;236.2;234.8;238.3;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059096E12;99.2;21.7;133.6;2498.0;28.7;3017.0;7235.0;3508000.0;3.05442304E8;556359.0;1.31929888E8;3006805.0;1.28656512E8;258733.0;7929.0;0.0;20.4;7339.0;7339.0;40.7;37.3;44.1;20.76;28.88;20.08;0.72;409.57;6.5;236.2;234.9;238.3;50.0;0.0;32.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0
1.44059097E12;108.2;21.0;140.6;2549.0;28.7;3017.0;7443.0;3508000.0;3.05442304E8;556359.0;1.31929896E8;3006805.0;1.28656528E8;258733.0;7929.0;0.0;21.0;7546.0;7526.0;26.2;22.2;28.7;12.57;18.26;13.25;0.69;409.98;5.9;236.6;235.1;238.4;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059098E12;107.5;20.4;143.8;229.0;28.7;3017.0;7505.0;3508000.0;3.05442304E8;556359.0;1.31929904E8;3006805.0;1.28656536E8;258733.0;7929.0;0.0;21.0;7484.0;7484.0;18.4;13.2;21.6;8.23;12.62;9.56;0.65;410.27;7.1;236.9;235.2;238.5;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059099E12;89.1;20.4;142.5;-85.0;28.7;3017.0;7443.0;3508000.0;3.05442304E8;556359.0;1.31929912E8;3006805.0;1.28656544E8;258733.0;7929.0;0.0;20.4;7401.0;7401.0;18.3;13.4;21.6;8.18;12.64;9.64;0.65;410.32;7.1;236.9;235.3;238.5;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.440591E12;78.9;20.4;136.8;-85.0;28.7;3017.0;7360.0;3508000.0;3.05442336E8;556359.0;1.31929928E8;3006805.0;1.28656552E8;258733.0;7929.0;0.0;20.4;7339.0;7339.0;18.5;13.4;21.2;8.07;12.59;9.66;0.64;410.09;6.9;236.6;235.1;238.6;50.0;0.0;32.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059101E12;73.8;20.4;131.7;-78.0;28.7;3024.0;7277.0;3508000.0;3.05442336E8;556359.0;1.31929928E8;3006805.0;1.28656568E8;258733.0;7929.0;0.0;21.0;7277.0;7256.0;18.9;13.1;20.7;8.03;12.48;9.56;0.64;409.86;6.6;236.4;234.9;238.6;50.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
1.44059102E12;71.3;20.4;129.1;-93.0;28.7;3017.0;7215.0;3508000.0;3.05442336E8;556359.0;1.31929944E8;3006805.0;1.28656576E8;258733.0;7929.0;0.0;20.4;7215.0;7194.0;18.6;13.0;21.3;8.16;12.54;9.52;0.65;410.09;7.1;236.8;235.1;238.4;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059103E12;70.0;20.4;127.2;-78.0;28.7;3010.0;7132.0;3508000.0;3.05442368E8;556359.0;1.31929952E8;3006805.0;1.28656584E8;258733.0;7929.0;0.0;20.4;7111.0;7090.0;18.4;13.1;21.4;8.15;12.54;9.54;0.65;410.27;7.1;236.9;235.2;238.5;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059104E12;68.7;21.0;126.0;-78.0;28.7;3010.0;7049.0;3508000.0;3.05442368E8;556359.0;1.3192996E8;3006805.0;1.286566E8;258733.0;7929.0;0.0;20.4;7028.0;7007.0;20.2;14.5;23.0;8.93;13.68;10.36;0.65;410.27;7.2;236.8;235.3;238.5;49.9;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059105E12;83.4;22.3;126.0;2549.0;28.7;3032.0;7049.0;3508000.0;3.05442368E8;556359.0;1.31929976E8;3006805.0;1.28656608E8;258733.0;7929.0;0.0;20.4;7152.0;7132.0;40.3;36.6;43.6;20.46;28.51;19.85;0.72;409.63;6.5;236.4;234.9;238.2;50.0;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059106E12;94.8;21.0;136.1;2534.0;28.7;3017.0;7235.0;3508000.0;3.054424E8;556359.0;1.31929984E8;3006805.0;1.28656616E8;258733.0;7929.0;0.0;20.4;7318.0;7318.0;41.1;36.5;44.6;20.67;28.91;20.21;0.72;409.51;7.2;236.2;234.9;238.2;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059107E12;105.6;21.0;139.3;2520.0;28.7;3024.0;7339.0;3508000.0;3.054424E8;556359.0;1.3193E8;3006805.0;1.28656624E8;258733.0;7929.0;0.0;21.0;7505.0;7484.0;40.6;37.9;44.2;20.85;29.02;20.19;0.72;409.57;6.0;236.3;235.0;238.1;49.9;0.0;0.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059108E12;108.2;20.4;144.4;332.0;28.7;3024.0;7526.0;3508000.0;3.054424E8;556359.0;1.31930008E8;3006805.0;1.2865664E8;258733.0;7929.0;0.0;21.0;7484.0;7484.0;17.7;13.9;21.3;8.14;12.55;9.55;0.65;410.38;6.4;236.8;235.2;238.8;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059109E12;89.1;20.4;143.8;-85.0;28.7;3017.0;7422.0;3508000.0;3.05442432E8;556359.0;1.31930016E8;3006805.0;1.28656648E8;258733.0;7929.0;0.0;20.4;7401.0;7380.0;18.4;13.6;20.5;8.11;12.45;9.45;0.65;410.38;5.9;236.9;235.2;238.7;50.0;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.4405911E12;78.9;20.4;137.4;-85.0;28.7;3024.0;7339.0;3508000.0;3.05442432E8;556359.0;1.31930024E8;3006805.0;1.28656656E8;258733.0;7929.0;0.0;21.0;7318.0;7298.0;18.4;13.1;21.3;8.14;12.53;9.52;0.65;410.44;7.0;237.0;235.3;238.6;49.9;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059111E12;73.8;20.4;132.9;-85.0;28.7;3024.0;7256.0;3508000.0;3.05442432E8;556359.0;1.31930032E8;3006805.0;1.28656672E8;258733.0;7929.0;0.0;21.0;7256.0;7235.0;18.9;13.5;19.8;8.07;12.38;9.39;0.65;410.38;5.8;236.7;235.2;238.9;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059112E12;70.6;20.4;129.1;-85.0;28.7;3010.0;7194.0;3508000.0;3.05442432E8;556359.0;1.3193004E8;3006805.0;1.2865668E8;258733.0;7929.0;0.0;21.0;7173.0;7173.0;18.7;12.9;21.1;8.1;12.5;9.52;0.65;410.38;7.0;236.9;235.2;238.7;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059113E12;69.4;20.4;127.9;-85.0;28.7;3010.0;7111.0;3508000.0;3.05442464E8;556359.0;1.31930056E8;3006805.0;1.28656688E8;258733.0;7929.0;0.0;20.4;7111.0;7090.0;18.5;13.1;21.1;8.13;12.5;9.49;0.65;410.27;6.9;236.9;235.2;238.5;49.9;0.0;32.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0
1.44059114E12;68.1;20.4;126.6;-78.0;28.7;3017.0;7049.0;3508000.0;3.05442464E8;556359.0;1.31930064E8;3006805.0;1.28656696E8;258733.0;7929.0;0.0;20.4;7049.0;7049.0;18.2;14.4;21.1;8.36;12.73;9.6;0.66;410.21;5.9;236.9;235.2;238.4;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059115E12;78.9;22.3;125.3;2505.0;28.7;3032.0;7028.0;3508000.0;3.05442464E8;556359.0;1.31930072E8;3006805.0;1.28656712E8;258733.0;7929.0;0.0;20.4;7132.0;7111.0;40.3;37.4;42.6;20.45;28.46;19.79;0.72;409.57;5.3;236.4;234.8;238.2;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059116E12;91.6;21.7;130.4;2527.0;28.7;3017.0;7235.0;3508000.0;3.05442496E8;556359.0;1.31930088E8;3006805.0;1.28656712E8;258733.0;7929.0;0.0;20.4;7318.0;7318.0;40.5;37.7;42.9;20.6;28.65;19.91;0.72;409.63;5.2;236.4;234.9;238.2;49.9;0.0;32.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0
1.44059117E12;105.0;21.0;138.7;2541.0;28.7;3024.0;7360.0;3508000.0;3.05442496E8;556359.0;1.31930096E8;3006805.0;1.28656728E8;258733.0;7929.0;0.0;21.0;7505.0;7505.0;41.0;38.0;42.9;20.79;28.83;19.97;0.72;409.51;5.2;236.4;234.8;238.1;50.0;0.0;0.0;0.0;8.0;0.0;16.0;0.0;0.0;0.0
1.44059118E12;107.5;20.4;143.8;317.0;28.7;3024.0;7526.0;3508000.0;3.05442496E8;556359.0;1.31930104E8;3006805.0;1.28656736E8;258733.0;7929.0;0.0;21.0;7505.0;7484.0;18.4;14.0;19.5;8.1;12.3;9.26;0.66;410.27;5.1;236.7;235.1;238.8;50.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
1.44059119E12;88.4;19.8;143.8;-93.0;28.7;3024.0;7443.0;3508000.0;3.05442528E8;556359.0;1.31930112E8;3006805.0;1.28656744E8;258733.0;7929.0;0.0;21.0;7422.0;7401.0;18.6;13.0;21.4;8.12;12.57;9.59;0.65;410.27;7.2;236.8;235.1;238.7;49.9;0.0;32.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
